START_DATE,START_TIME,START_TIME_ET,SUBJECT,LOCATION,DESCRIPTION,END_DATE,END_DATE_ET,END_TIME,END_TIME_ET,REMINDER_OFF,REMINDER_ON,REMINDER_DATE,REMINDER_TIME,REMINDER_TIME_ET,SHOWTIMEAS_FREE,SHOWTIMEAS_BUSY
05/23/15,02:10 PM,04:10 PM,Giants at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",05/23/15,05/23/15,05:10 PM,07:10 PM,FALSE,TRUE,05/23/15,01:10 PM,03:10 PM,FREE,BUSY
05/24/15,02:10 PM,04:10 PM,Giants at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- Rockies Radio Network -- KOA 850",05/24/15,05/24/15,05:10 PM,07:10 PM,FALSE,TRUE,05/24/15,01:10 PM,03:10 PM,FREE,BUSY
05/25/15,11:10 AM,01:10 PM,Rockies at Reds,Great American Ball Park,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",05/25/15,05/25/15,02:10 PM,04:10 PM,FALSE,TRUE,05/25/15,10:10 AM,12:10 PM,FREE,BUSY
05/26/15,05:10 PM,07:10 PM,Rockies at Reds,Great American Ball Park,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",05/26/15,05/26/15,08:10 PM,10:10 PM,FALSE,TRUE,05/26/15,04:10 PM,06:10 PM,FREE,BUSY
05/27/15,10:35 AM,12:35 PM,Rockies at Reds,Great American Ball Park,"Local TV: MLBN ----- Local Radio: Rockies Radio Network -- KOA 850",05/27/15,05/27/15,01:35 PM,03:35 PM,FALSE,TRUE,05/27/15,09:35 AM,11:35 AM,FREE,BUSY
05/29/15,05:05 PM,07:05 PM,Rockies at Phillies,Citizens Bank Park,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",05/29/15,05/29/15,08:05 PM,10:05 PM,FALSE,TRUE,05/29/15,04:05 PM,06:05 PM,FREE,BUSY
05/30/15,01:05 PM,03:05 PM,Rockies at Phillies,Citizens Bank Park,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",05/30/15,05/30/15,04:05 PM,06:05 PM,FALSE,TRUE,05/30/15,12:05 PM,02:05 PM,FREE,BUSY
05/31/15,11:35 AM,01:35 PM,Rockies at Phillies,Citizens Bank Park,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",05/31/15,05/31/15,02:35 PM,04:35 PM,FALSE,TRUE,05/31/15,10:35 AM,12:35 PM,FREE,BUSY
06/01/15,06:40 PM,08:40 PM,Dodgers at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- KNRV 1150 -- Rockies Radio Network",06/01/15,06/01/15,09:40 PM,11:40 PM,FALSE,TRUE,06/01/15,05:40 PM,07:40 PM,FREE,BUSY
06/02/15,06:40 PM,08:40 PM,Dodgers at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KNRV 1150 -- KOA 850",06/02/15,06/02/15,09:40 PM,11:40 PM,FALSE,TRUE,06/02/15,05:40 PM,07:40 PM,FREE,BUSY
06/02/15,01:10 PM,03:10 PM,Dodgers at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",06/02/15,06/02/15,04:10 PM,06:10 PM,FALSE,TRUE,06/02/15,12:10 PM,02:10 PM,FREE,BUSY
06/03/15,06:10 PM,08:10 PM,Dodgers at Rockies,Coors Field,"Local TV: ESPN2 -- ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850 -- KNRV 1150",06/03/15,06/03/15,09:10 PM,11:10 PM,FALSE,TRUE,06/03/15,05:10 PM,07:10 PM,FREE,BUSY
06/05/15,06:40 PM,08:40 PM,Marlins at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KNRV 1150 -- KOA 850",06/05/15,06/05/15,09:40 PM,11:40 PM,FALSE,TRUE,06/05/15,05:40 PM,07:40 PM,FREE,BUSY
06/06/15,02:10 PM,04:10 PM,Marlins at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850 -- KNRV 1150",06/06/15,06/06/15,05:10 PM,07:10 PM,FALSE,TRUE,06/06/15,01:10 PM,03:10 PM,FREE,BUSY
06/07/15,02:10 PM,04:10 PM,Marlins at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",06/07/15,06/07/15,05:10 PM,07:10 PM,FALSE,TRUE,06/07/15,01:10 PM,03:10 PM,FREE,BUSY
06/08/15,06:40 PM,08:40 PM,Cardinals at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KNRV 1150 -- KOA 850",06/08/15,06/08/15,09:40 PM,11:40 PM,FALSE,TRUE,06/08/15,05:40 PM,07:40 PM,FREE,BUSY
06/09/15,06:40 PM,08:40 PM,Cardinals at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",06/09/15,06/09/15,09:40 PM,11:40 PM,FALSE,TRUE,06/09/15,05:40 PM,07:40 PM,FREE,BUSY
06/10/15,01:10 PM,03:10 PM,Cardinals at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",06/10/15,06/10/15,04:10 PM,06:10 PM,FALSE,TRUE,06/10/15,12:10 PM,02:10 PM,FREE,BUSY
06/11/15,05:10 PM,07:10 PM,Rockies at Marlins,Marlins Park,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",06/11/15,06/11/15,08:10 PM,10:10 PM,FALSE,TRUE,06/11/15,04:10 PM,06:10 PM,FREE,BUSY
06/12/15,05:10 PM,07:10 PM,Rockies at Marlins,Marlins Park,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",06/12/15,06/12/15,08:10 PM,10:10 PM,FALSE,TRUE,06/12/15,04:10 PM,06:10 PM,FREE,BUSY
06/13/15,02:10 PM,04:10 PM,Rockies at Marlins,Marlins Park,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",06/13/15,06/13/15,05:10 PM,07:10 PM,FALSE,TRUE,06/13/15,01:10 PM,03:10 PM,FREE,BUSY
06/14/15,11:10 AM,01:10 PM,Rockies at Marlins,Marlins Park,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",06/14/15,06/14/15,02:10 PM,04:10 PM,FALSE,TRUE,06/14/15,10:10 AM,12:10 PM,FREE,BUSY
06/15/15,06:10 PM,08:10 PM,Rockies at Astros,Minute Maid Park,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",06/15/15,06/15/15,09:10 PM,11:10 PM,FALSE,TRUE,06/15/15,05:10 PM,07:10 PM,FREE,BUSY
06/16/15,12:10 PM,02:10 PM,Rockies at Astros,Minute Maid Park,"Local Radio: Rockies Radio Network -- KOA 850",06/16/15,06/16/15,03:10 PM,05:10 PM,FALSE,TRUE,06/16/15,11:10 AM,01:10 PM,FREE,BUSY
06/17/15,06:40 PM,08:40 PM,Astros at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KNRV 1150 -- KOA 850",06/17/15,06/17/15,09:40 PM,11:40 PM,FALSE,TRUE,06/17/15,05:40 PM,07:40 PM,FREE,BUSY
06/18/15,01:10 PM,03:10 PM,Astros at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850 -- KNRV 1150",06/18/15,06/18/15,04:10 PM,06:10 PM,FALSE,TRUE,06/18/15,12:10 PM,02:10 PM,FREE,BUSY
06/19/15,06:40 PM,08:40 PM,Brewers at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- KNRV 1150 -- Rockies Radio Network",06/19/15,06/19/15,09:40 PM,11:40 PM,FALSE,TRUE,06/19/15,05:40 PM,07:40 PM,FREE,BUSY
06/20/15,02:10 PM,04:10 PM,Brewers at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- Rockies Radio Network -- KOA 850",06/20/15,06/20/15,05:10 PM,07:10 PM,FALSE,TRUE,06/20/15,01:10 PM,03:10 PM,FREE,BUSY
06/21/15,02:10 PM,04:10 PM,Brewers at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- KNRV 1150 -- Rockies Radio Network",06/21/15,06/21/15,05:10 PM,07:10 PM,FALSE,TRUE,06/21/15,01:10 PM,03:10 PM,FREE,BUSY
06/23/15,06:40 PM,08:40 PM,D-backs at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- KNRV 1150 -- Rockies Radio Network",06/23/15,06/23/15,09:40 PM,11:40 PM,FALSE,TRUE,06/23/15,05:40 PM,07:40 PM,FREE,BUSY
06/24/15,06:40 PM,08:40 PM,D-backs at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network -- KNRV 1150",06/24/15,06/24/15,09:40 PM,11:40 PM,FALSE,TRUE,06/24/15,05:40 PM,07:40 PM,FREE,BUSY
06/25/15,01:10 PM,03:10 PM,D-backs at Rockies,Coors Field,"Local Radio: Rockies Radio Network -- KNRV 1150 -- KOA 850",06/25/15,06/25/15,04:10 PM,06:10 PM,FALSE,TRUE,06/25/15,12:10 PM,02:10 PM,FREE,BUSY
06/26/15,08:15 PM,10:15 PM,Rockies at Giants,AT&T Park,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",06/26/15,06/27/15,11:15 PM,01:15 AM,FALSE,TRUE,06/26/15,07:15 PM,09:15 PM,FREE,BUSY
06/27/15,02:05 PM,04:05 PM,Rockies at Giants,AT&T Park,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",06/27/15,06/27/15,05:05 PM,07:05 PM,FALSE,TRUE,06/27/15,01:05 PM,03:05 PM,FREE,BUSY
06/28/15,02:05 PM,04:05 PM,Rockies at Giants,AT&T Park,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",06/28/15,06/28/15,05:05 PM,07:05 PM,FALSE,TRUE,06/28/15,01:05 PM,03:05 PM,FREE,BUSY
06/29/15,08:05 PM,10:05 PM,Rockies at Athletics,O.co Coliseum,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",06/29/15,06/30/15,11:05 PM,01:05 AM,FALSE,TRUE,06/29/15,07:05 PM,09:05 PM,FREE,BUSY
06/30/15,08:05 PM,10:05 PM,Rockies at Athletics,O.co Coliseum,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",06/30/15,07/01/15,11:05 PM,01:05 AM,FALSE,TRUE,06/30/15,07:05 PM,09:05 PM,FREE,BUSY
07/01/15,01:35 PM,03:35 PM,Rockies at Athletics,O.co Coliseum,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",07/01/15,07/01/15,04:35 PM,06:35 PM,FALSE,TRUE,07/01/15,12:35 PM,02:35 PM,FREE,BUSY
07/02/15,07:40 PM,09:40 PM,Rockies at D-backs,Chase Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",07/02/15,07/03/15,10:40 PM,12:40 AM,FALSE,TRUE,07/02/15,06:40 PM,08:40 PM,FREE,BUSY
07/03/15,07:40 PM,09:40 PM,Rockies at D-backs,Chase Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",07/03/15,07/04/15,10:40 PM,12:40 AM,FALSE,TRUE,07/03/15,06:40 PM,08:40 PM,FREE,BUSY
07/04/15,08:10 PM,10:10 PM,Rockies at D-backs,Chase Field,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",07/04/15,07/05/15,11:10 PM,01:10 AM,FALSE,TRUE,07/04/15,07:10 PM,09:10 PM,FREE,BUSY
07/05/15,02:10 PM,04:10 PM,Rockies at D-backs,Chase Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",07/05/15,07/05/15,05:10 PM,07:10 PM,FALSE,TRUE,07/05/15,01:10 PM,03:10 PM,FREE,BUSY
07/07/15,06:40 PM,08:40 PM,Angels at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",07/07/15,07/07/15,09:40 PM,11:40 PM,FALSE,TRUE,07/07/15,05:40 PM,07:40 PM,FREE,BUSY
07/08/15,06:40 PM,08:40 PM,Angels at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network -- KNRV 1150",07/08/15,07/08/15,09:40 PM,11:40 PM,FALSE,TRUE,07/08/15,05:40 PM,07:40 PM,FREE,BUSY
07/09/15,06:40 PM,08:40 PM,Braves at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",07/09/15,07/09/15,09:40 PM,11:40 PM,FALSE,TRUE,07/09/15,05:40 PM,07:40 PM,FREE,BUSY
07/10/15,06:10 PM,08:10 PM,Braves at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- Rockies Radio Network -- KOA 850",07/10/15,07/10/15,09:10 PM,11:10 PM,FALSE,TRUE,07/10/15,05:10 PM,07:10 PM,FREE,BUSY
07/11/15,02:10 PM,04:10 PM,Braves at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",07/11/15,07/11/15,05:10 PM,07:10 PM,FALSE,TRUE,07/11/15,01:10 PM,03:10 PM,FREE,BUSY
07/12/15,02:10 PM,04:10 PM,Braves at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- Rockies Radio Network -- KOA 850",07/12/15,07/12/15,05:10 PM,07:10 PM,FALSE,TRUE,07/12/15,01:10 PM,03:10 PM,FREE,BUSY
07/14/15,03:33 AM,03:33 AM,AL All-Stars at NL All-Stars,Great American Ball Park,,07/14/15,07/14/15,06:33 AM,06:33 AM,FALSE,TRUE,07/14/15,02:33 AM,02:33 AM,FREE,BUSY
07/17/15,08:10 PM,10:10 PM,Rockies at Padres,Petco Park,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",07/17/15,07/18/15,11:10 PM,01:10 AM,FALSE,TRUE,07/17/15,07:10 PM,09:10 PM,FREE,BUSY
07/18/15,06:40 PM,08:40 PM,Rockies at Padres,Petco Park,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",07/18/15,07/18/15,09:40 PM,11:40 PM,FALSE,TRUE,07/18/15,05:40 PM,07:40 PM,FREE,BUSY
07/19/15,02:10 PM,04:10 PM,Rockies at Padres,Petco Park,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",07/19/15,07/19/15,05:10 PM,07:10 PM,FALSE,TRUE,07/19/15,01:10 PM,03:10 PM,FREE,BUSY
07/20/15,06:40 PM,08:40 PM,Rangers at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",07/20/15,07/20/15,09:40 PM,11:40 PM,FALSE,TRUE,07/20/15,05:40 PM,07:40 PM,FREE,BUSY
07/21/15,06:40 PM,08:40 PM,Rangers at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- KNRV 1150 -- Rockies Radio Network",07/21/15,07/21/15,09:40 PM,11:40 PM,FALSE,TRUE,07/21/15,05:40 PM,07:40 PM,FREE,BUSY
07/22/15,01:10 PM,03:10 PM,Rangers at Rockies,Coors Field,"Local Radio: KOA 850 -- KNRV 1150 -- Rockies Radio Network",07/22/15,07/22/15,04:10 PM,06:10 PM,FALSE,TRUE,07/22/15,12:10 PM,02:10 PM,FREE,BUSY
07/24/15,06:40 PM,08:40 PM,Reds at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",07/24/15,07/24/15,09:40 PM,11:40 PM,FALSE,TRUE,07/24/15,05:40 PM,07:40 PM,FREE,BUSY
07/25/15,06:10 PM,08:10 PM,Reds at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KNRV 1150 -- KOA 850",07/25/15,07/25/15,09:10 PM,11:10 PM,FALSE,TRUE,07/25/15,05:10 PM,07:10 PM,FREE,BUSY
07/26/15,02:10 PM,04:10 PM,Reds at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",07/26/15,07/26/15,05:10 PM,07:10 PM,FALSE,TRUE,07/26/15,01:10 PM,03:10 PM,FREE,BUSY
07/27/15,06:05 PM,08:05 PM,Rockies at Cubs,Wrigley Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",07/27/15,07/27/15,09:05 PM,11:05 PM,FALSE,TRUE,07/27/15,05:05 PM,07:05 PM,FREE,BUSY
07/28/15,06:05 PM,08:05 PM,Rockies at Cubs,Wrigley Field,"Local Radio: KOA 850 -- Rockies Radio Network",07/28/15,07/28/15,09:05 PM,11:05 PM,FALSE,TRUE,07/28/15,05:05 PM,07:05 PM,FREE,BUSY
07/29/15,12:20 PM,02:20 PM,Rockies at Cubs,Wrigley Field,"Local Radio: KOA 850 -- Rockies Radio Network",07/29/15,07/29/15,03:20 PM,05:20 PM,FALSE,TRUE,07/29/15,11:20 AM,01:20 PM,FREE,BUSY
07/30/15,05:15 PM,07:15 PM,Rockies at Cardinals,Busch Stadium,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",07/30/15,07/30/15,08:15 PM,10:15 PM,FALSE,TRUE,07/30/15,04:15 PM,06:15 PM,FREE,BUSY
07/31/15,06:15 PM,08:15 PM,Rockies at Cardinals,Busch Stadium,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",07/31/15,07/31/15,09:15 PM,11:15 PM,FALSE,TRUE,07/31/15,05:15 PM,07:15 PM,FREE,BUSY
08/01/15,05:15 PM,07:15 PM,Rockies at Cardinals,Busch Stadium,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",08/01/15,08/01/15,08:15 PM,10:15 PM,FALSE,TRUE,08/01/15,04:15 PM,06:15 PM,FREE,BUSY
08/02/15,12:15 PM,02:15 PM,Rockies at Cardinals,Busch Stadium,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",08/02/15,08/02/15,03:15 PM,05:15 PM,FALSE,TRUE,08/02/15,11:15 AM,01:15 PM,FREE,BUSY
08/03/15,06:40 PM,08:40 PM,Mariners at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",08/03/15,08/03/15,09:40 PM,11:40 PM,FALSE,TRUE,08/03/15,05:40 PM,07:40 PM,FREE,BUSY
08/04/15,06:40 PM,08:40 PM,Mariners at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",08/04/15,08/04/15,09:40 PM,11:40 PM,FALSE,TRUE,08/04/15,05:40 PM,07:40 PM,FREE,BUSY
08/05/15,01:10 PM,03:10 PM,Mariners at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",08/05/15,08/05/15,04:10 PM,06:10 PM,FALSE,TRUE,08/05/15,12:10 PM,02:10 PM,FREE,BUSY
08/07/15,05:05 PM,07:05 PM,Rockies at Nationals,Nationals Park,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",08/07/15,08/07/15,08:05 PM,10:05 PM,FALSE,TRUE,08/07/15,04:05 PM,06:05 PM,FREE,BUSY
08/08/15,05:05 PM,07:05 PM,Rockies at Nationals,Nationals Park,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",08/08/15,08/08/15,08:05 PM,10:05 PM,FALSE,TRUE,08/08/15,04:05 PM,06:05 PM,FREE,BUSY
08/09/15,11:35 AM,01:35 PM,Rockies at Nationals,Nationals Park,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",08/09/15,08/09/15,02:35 PM,04:35 PM,FALSE,TRUE,08/09/15,10:35 AM,12:35 PM,FREE,BUSY
08/10/15,05:10 PM,07:10 PM,Rockies at Mets,Citi Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",08/10/15,08/10/15,08:10 PM,10:10 PM,FALSE,TRUE,08/10/15,04:10 PM,06:10 PM,FREE,BUSY
08/11/15,05:10 PM,07:10 PM,Rockies at Mets,Citi Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",08/11/15,08/11/15,08:10 PM,10:10 PM,FALSE,TRUE,08/11/15,04:10 PM,06:10 PM,FREE,BUSY
08/12/15,05:10 PM,07:10 PM,Rockies at Mets,Citi Field,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",08/12/15,08/12/15,08:10 PM,10:10 PM,FALSE,TRUE,08/12/15,04:10 PM,06:10 PM,FREE,BUSY
08/13/15,10:10 AM,12:10 PM,Rockies at Mets,Citi Field,"Local Radio: Rockies Radio Network -- KOA 850",08/13/15,08/13/15,01:10 PM,03:10 PM,FALSE,TRUE,08/13/15,09:10 AM,11:10 AM,FREE,BUSY
08/14/15,06:40 PM,08:40 PM,Padres at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- Rockies Radio Network -- KOA 850",08/14/15,08/14/15,09:40 PM,11:40 PM,FALSE,TRUE,08/14/15,05:40 PM,07:40 PM,FREE,BUSY
08/15/15,06:10 PM,08:10 PM,Padres at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- Rockies Radio Network -- KOA 850",08/15/15,08/15/15,09:10 PM,11:10 PM,FALSE,TRUE,08/15/15,05:10 PM,07:10 PM,FREE,BUSY
08/16/15,02:10 PM,04:10 PM,Padres at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KNRV 1150 -- KOA 850",08/16/15,08/16/15,05:10 PM,07:10 PM,FALSE,TRUE,08/16/15,01:10 PM,03:10 PM,FREE,BUSY
08/18/15,06:40 PM,08:40 PM,Nationals at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",08/18/15,08/18/15,09:40 PM,11:40 PM,FALSE,TRUE,08/18/15,05:40 PM,07:40 PM,FREE,BUSY
08/19/15,06:40 PM,08:40 PM,Nationals at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",08/19/15,08/19/15,09:40 PM,11:40 PM,FALSE,TRUE,08/19/15,05:40 PM,07:40 PM,FREE,BUSY
08/20/15,06:40 PM,08:40 PM,Nationals at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- KNRV 1150 -- Rockies Radio Network",08/20/15,08/20/15,09:40 PM,11:40 PM,FALSE,TRUE,08/20/15,05:40 PM,07:40 PM,FREE,BUSY
08/21/15,06:40 PM,08:40 PM,Mets at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- Rockies Radio Network -- KOA 850",08/21/15,08/21/15,09:40 PM,11:40 PM,FALSE,TRUE,08/21/15,05:40 PM,07:40 PM,FREE,BUSY
08/22/15,06:10 PM,08:10 PM,Mets at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",08/22/15,08/22/15,09:10 PM,11:10 PM,FALSE,TRUE,08/22/15,05:10 PM,07:10 PM,FREE,BUSY
08/23/15,02:10 PM,04:10 PM,Mets at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850 -- KNRV 1150",08/23/15,08/23/15,05:10 PM,07:10 PM,FALSE,TRUE,08/23/15,01:10 PM,03:10 PM,FREE,BUSY
08/24/15,05:10 PM,07:10 PM,Rockies at Braves,Turner Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",08/24/15,08/24/15,08:10 PM,10:10 PM,FALSE,TRUE,08/24/15,04:10 PM,06:10 PM,FREE,BUSY
08/25/15,05:10 PM,07:10 PM,Rockies at Braves,Turner Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",08/25/15,08/25/15,08:10 PM,10:10 PM,FALSE,TRUE,08/25/15,04:10 PM,06:10 PM,FREE,BUSY
08/26/15,05:10 PM,07:10 PM,Rockies at Braves,Turner Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",08/26/15,08/26/15,08:10 PM,10:10 PM,FALSE,TRUE,08/26/15,04:10 PM,06:10 PM,FREE,BUSY
08/28/15,05:05 PM,07:05 PM,Rockies at Pirates,PNC Park,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network",08/28/15,08/28/15,08:05 PM,10:05 PM,FALSE,TRUE,08/28/15,04:05 PM,06:05 PM,FREE,BUSY
08/29/15,05:05 PM,07:05 PM,Rockies at Pirates,PNC Park,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",08/29/15,08/29/15,08:05 PM,10:05 PM,FALSE,TRUE,08/29/15,04:05 PM,06:05 PM,FREE,BUSY
08/30/15,11:35 AM,01:35 PM,Rockies at Pirates,PNC Park,"Local TV: ROOT SPORTS ----- Local Radio: Rockies Radio Network -- KOA 850",08/30/15,08/30/15,02:35 PM,04:35 PM,FALSE,TRUE,08/30/15,10:35 AM,12:35 PM,FREE,BUSY
08/31/15,06:40 PM,08:40 PM,D-backs at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",08/31/15,08/31/15,09:40 PM,11:40 PM,FALSE,TRUE,08/31/15,05:40 PM,07:40 PM,FREE,BUSY
09/01/15,06:40 PM,08:40 PM,D-backs at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KOA 850 -- Rockies Radio Network -- KNRV 1150",09/01/15,09/01/15,09:40 PM,11:40 PM,FALSE,TRUE,09/01/15,05:40 PM,07:40 PM,FREE,BUSY
09/02/15,06:40 PM,08:40 PM,D-backs at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- KOA 850 -- Rockies Radio Network",09/02/15,09/02/15,09:40 PM,11:40 PM,FALSE,TRUE,09/02/15,05:40 PM,07:40 PM,FREE,BUSY
09/03/15,06:40 PM,08:40 PM,Giants at Rockies,Coors Field,"Local TV: ROOT SPORTS ----- Local Radio: KNRV 1150 -- Rockies Radio Network -- KOA 850",09/03/15,09/03/15,09:40 PM,11:40 PM,FALSE,TRUE,09/03/15,05:40 PM,07:40 PM,FREE,BUSY
